Diagnosis,count
pain in knee since 2weeks,1
piles  cough,1
wound in both feet,1
headache c weakness c numbness in limbs after typhoid fever,1
right ear pain since today,1
upper respiratory tract infection c weakness c anorexia c rt parotid inflammation,1
weight on last visit in nov 23 was 8kg,1
pain abadomen,1
piles  dysuria,1
fever cold cough weakness loss of appetite,1
hemorrhoids to be ruled out,1
ride waist pain,1
obesity since 5yrs,1
joint- pain,1
burning sensation in eye 2-3 days,1
lower back ache gas,1
epigastric pain past 1 month,1
o c section two months ago,1
o fall 1yr back. was relieved after medications,1
pain in chest on lifting heavy weights,1
itching of skin over back,1
pain both lower limb (dure to long travel),1
dysapneaasthama pneumonia 2d,1
gastritis+conjuntivitis,1
pain n swelling over right leg [h,1
tingling in hand 1.5yrs,1
2 pain in abdomen ( appendectomy 15 days back),1
o seizues,1
93,1
tingling sensation in ul,1
3 to 4 episodes,1
knee pain x 1 m no trauma,1
gastritis shoulder pain,1
o head injury 5 yrs back,1
weakness  c numbness in limbs c body ache due to anemia,1
lower backache post operative,1
x 15 d,1
32 years gastritis,1
fever cough cold headache joint pain,1
145,1
stretch mark in the abdomen,1
cough cold headache since 4 days,1
bodyache an d weakness since 8 days,1
dyspnoea while working,1
wound on shoulder,1
hand injury weakness,1
cervical,1
back pain (fall 3 days back ),1
non healing  wound at left ankle c  weakness,1
weakness c anorexia  c headache due to anemia c dry cough,1
weakness- snce 1 month,1
allergy to chicken,1
pain both  lower limb,1
weakness fever cold cough,1
left renal calculi on rx,1
pain body due to trauma,1
arthrits both knee joint c liver disease c weakness c back pain  c mild hypertension,1
1 fracture on leg,1
pain below knee,1
urti gastriotis,1
genralised bodypain,1
ppbs 172,1
fbs 115,1
urti + itchy skin lesion since 1 month,1
fungal infection of the nail,1
epilepsy ( 5 years),1
2  stroke,1
lechoorrhea,1
pimple over the face since 2years,1
ring worm sciatica,1
vomiting since four months,1
pain in leg after fall,1
thyroid disease not on rx now,1
giddiness 1 y,1
weakness rt  side hand,1
piles pain abdomen,1
lcb--1month 7days,1
vaginitis since 10days,1
cough cold headache bodyache,1
low backache trauma to right leg,1
loose motion 2 months,1
weakness hypotension body ache,1
breast,1
cva rt sided 2 months back,1
skin lesion at nape of neck,1
palpable cervical lymph node,1
pustular pimple,1
pulsations in epigastric region(history unclear),1
skin dis -multiple rash on body,1
o cholecystectomy ~ 5-7 yeras),1
rt hyochondrial region swelling -  cause (h,1
left foot wound,1
urticaria since 2yrs+,1
hand shoulder pain,1
cold  since 3-4 days,1
leg pain c knee sprain after fall c u..r.t.i. c weakness due to anemia,1
generalised weakenss  anaaemia,1
boils in hips,1
using some ointment presntly,1
on anitibiotic,1
uceration present now,1
burns  in right hand fingers 1 week back was treated for same,1
weakness c low fever c u.r.t.i,1
skin allergy scalp agg by sun heat c weakness,1
half yr old baby,1
11days,1
h---60days,1
o left femur fracture,1
migrain c vertigo c  weakness,1
leucorrhoea-(not resolving on antibiotics),1
dermatitis -  contact,1
no effect in right hand,1
wrist since 3days,1
fever as per the patient,1
chest pain c cough  c weaknes,1
o injury to head one year back,1
lower limb pain 2 month,1
weakness hypotension body pain,1
and high bp,1
malaise  c low fever c weakness c anorexia,1
nasal discharge is blood stained,1
rash since 2yrs,1
abrasation on face by rta,1
malunion of metatarsals sec to rta,1
uncontrolled diabetes melllitus on rx,1
throat irritation since 3days,1
headache(due to stress) for evaluation,1
pain right knee followed by injury,1
hystrecetomy,1
.knee pain,1
operated for piles 15 days back,1
leucorrhoea since one year,1
(  head injury),1
fullness in ears,1
dizziness headache cough since 4 days,1
gross motor development delay,1
hypercholosteremia  on drug,1
lumbago c arthritis  knee joint c weakness,1
cough n dyspnoea since 5 days,1
pain abdomen post miscarriage,1
itching in underarms,1
bodyache 1mth wt loss no affect of medicinespulmonary koch,1
chest pain may be muscular,1
foreign body in neck,1
78,1
hypertension stage ii 160,1
o gastroenteritis 5days back,1
knee pain post fall 10 days ago,1
nocturanal enuresis,1
upper respiratory tract infection c weakness c anorexia  weight loss,1
injury to lt eye 4 days back,1
backpain weakness headache,1
fever since 7 day,1
photo shows post-auricular dermatitis lesions,1
prurigo since 2days,1
case of gall stones,1
heaviness after eating,1
left hand muscle pain x 2 y no trauma,1
post operative toothache,1
back knee pain 1yr,1
dark coloured urination,1
fever 101,1
lmp: 11-1-24,1
gastritis 5 months,1
(active,1
swelling - since few days,1
post nasal drip since ten days,1
amenorrhea since 2.5 months,1
ocular prutitis,1
right ureteric calculus,1
hypotension critically low 90,1
htn palpitations,1
playful kid),1
shoulder pain 15y,1
pain in lowerlinb,1
suspected epilepsy,1
knee pain after trauma  c weakness,1
hypertension foe evaluation,1
frequent episodes of spasms,1
gerd---chronic,1
dermatitis due to ornamental jewelry,1
chest pain at night,1
left shoulder pain  c cracking in joint  c stiffness c weakness,1
skin ittitation,1
1.5mth cough,1
lumbago c numbness in feet  due to anemia,1
pain abdomen on rx  on homeopathic rx,1
spondylitis pain rt abdomengall bladder pain,1
last child birth four m back,1
lmp:  four m back by lucs,1
profuse sweating after acidity,1
pain persists,1
metronidazole,1
received doxycycline,1
skin itching (no photo available),1
foul smelling,1
leucorrhoea  for 6 month,1
burning sensation in epigastric region.,1
allergic  airway  disease c anorexia  c weakness,1
diarrhea 1d (gastroenteritis),1
footache 2yr,1
pain in left forefinger since two days,1
swelling over hand after h,1
right knee pain a,1
fungus infectation,1
pain in knee since 1 day,1
lumbago c head ache c arthritis knee joint c  weakness due to anemia,1
mild itching ear - 1 week,1
o fall 5 y back,1
burn scar over hand [h,1
calf muscle pains x 1 week,1
no ulcers inside mouth,1
ulcerations on lips,1
scalp prutitis,1
cold woth back pain,1
gastritis knee pain cough,1
pain in rt. hand.,1
o bury 1 year back],1
cold allergic rhinitis,1
pain in breasts(b,1
myalgia-post viral illness,1
p nasal polypectomy 4years back,1
myalgia-,1
known ba on ayurvedic treatment,1
rbs - 250 mg%,1
h--peri-menopausal amenorrhea since 3months,1
cramps in both hands frequent,1
nodules appearing around menstrual cycles,1
palm dry skin,1
swellin legs,1
boypain,1
o injury to head 2 years back,1
l foot eczema,1
back pain due to c section anesthsia,1
dysmenorrheoa  under evaluation,1
fever for evaqluation,1
cough epilepsy,1
gastritis known case of diabetes,1
eye itching 7 day,1
wound over the abdomen.,1
chest pain-  cause,1
neck pain -  sprain  cause,1
bleeding of gums under evaluation,1
o injury2 days back],1
pain in swelling over hand n wrist [h,1
mild pimples,1
fungal  infection on neck n back,1
periodical indigestion c constipation c numbness in feet c mild hypertension,1
fungal  infection of scalp,1
back pain mqd weakness,1
(2 month pregnancy),1
weakness for 3 month,1
diagnosed typhoid fever,1
pain in extremities--chronic,1
malaise c low  fever c bodyache c anorexia,1
lump in b,1
sore throat since 3 years,1
knee pain gastritis indigestion uti,1
pain in hand since 15 months,1
and deep inspiration,1
aggravates on meal,1
malaise c  body ache,1
genera weakness,1
lmp-10.01.24,1
dry skin on feet,1
injury over right leg past 10 days,1
: fever,1
contact dermatitis following application of cream which patient was unable name,1
swelling in interphalangeal joints rheumatoid arthritis,1
urti + pain,1
as informed by mother---9yr old has parotid swelling since 3days,1
occasional  pain abdomen,1
hyper-pigmentatation peri-oral region,1
indigestion loosemotion,1
wound  in hand  headache,1
indigestion c weakness c  knee pain c low diastolic bp,1
gastirtis,1
chest x-ray shows tuberculosis,1
weaknes since 14days,1
dry skin  itching c weakness,1
constiptation,1
boil over the left hand. epigastric pain.,1
weakness pain abdomen headache,1
lmp- december,1
wants 3rd issue,1
lcb--4rs,1
mild burning in micturition,1
o injury three months,1
yalgia nutritional deficiency,1
pregancy weakness,1
leg pain ; rta,1
fever 7 day,1
constipation gas cough,1
leucorrhoea after hysterectomy  c weakness c backache c  urethritis,1
2 oligomenorrhagia,1
cough headache fever cold,1
eosinophilia acc to cbc report,1
urti (  cooking on wood ) + presbyopia + uti,1
chest pain (due to injury 2days),1
pain in abdomen since 1.5 years,1
chest pain since four years,1
bodyache  anaemia,1
headache hypotension gastritis cough cold since 2 days,1
patient is case of heart disease,1
weakness c indigestion c arthritis knee pain,1
leaking of urine,1
malaise  c anorexia c  rt knee arthritis c leucorhoea  due to anemia,1
foreign body injury in eye,1
injury below eyes yesterday,1
rt groin pain,1
pain abdomen radiating to back.,1
shoulder pain (spondylitis) 1yr,1
white spot in face,1
swelling x1d,1
cough ; irregular menstruation,1
skin lesion  in hand,1
backache 2years,1
muscle pain  ( fall),1
gastritis indigestion  itching ringworm,1
headache  c leg pain c anorexia cweakness due to anemia,1
worms in stool leadaing to pain abdomen,1
low bp since more than 2months,1
not on any medication for it,1
asthma - since 8 year ( on rotahaler ),1
hemorrhoidsunder evaluation,1
whites spots,1
weaknesss cough,1
chest pain from past one year,1
hypothyroidism irregular medicine,1
ear discharge right  side,1
hearing loss of weakness,1
off since 8 month,1
gastritis + headache+ vomiting,1
28 years cough,1
dizones,1
low vision both eyes,1
bodyache watering from eyes,1
pigmentation on face under evaluation .,1
poluria for evaluation(dm),1
pain  in knee   nback,1
foot pain (h\\o injury),1
upper finger joint since 5 month,1
o surgery for hydrocele 50 days ago,1
dysentery weakness,1
pt is mother of 9 month old baby,1
lump in the axila 1mth lymphadenopathy,1
fever expectorant cough since 2 weeks,1
l thighs paresthesia,1
knee effusion,1
mother states that the previous medication got over),1
(already on outside medication name unknown,1
hemorrrhoids,1
flat plaques whole back,1
patient allergic to oral allopathic medication,1
lower limb pain since 2 yrs,1
pain leg nd back pain,1
mid-back,1
occasional itching in back. photo shows acanthosis nigricans lesions in left half of upper back,1
dysmenorrhea since menarche,1
also complain of gastritis 7 days,1
cosmetics product,1
allergy from vermillion,1
diminishe visual acquity,1
post surgical scar infection,1
skin allergy around nipple,1
iticing,1
left hand inflammation,1
anorexia 9yr,1
boils over skin,1
mostly traveling as a driver,1
malaise since 15days,1
operation for tumor in uterus 20.10.2023,1
pt is on medicine fot thyroid,1
hemorrhagic diarrea,1
bodyache. weakness.,1
now presenting,1
physical worker,1
cervical erosion,1
arthritis knee joint c lumbago c lower limb pain c numbness c periodical chest pain,1
mycosis+ tinea genitalis,1
cough cold (anc 7 months ),1
o fall one,1
chronic  knee,1
swelling in rt eye,1
pain in leg  [h,1
bidyache weakness gastritis,1
leg pain after fracture two months ago,1
itching of whole body.,1
burning sensation in left hypochondriac region  (dorsal radiculopathy,1
known case of htn on t2dm on rx,1
on 1 year),1
sore throat (difficulty in swallowing)(since off,1
pain in.  rt hand shoulder jt,1
pain back  nleg  pain in eye,1
headache 3-4 days,1
swalling in body,1
calculi 3 months ago,1
right iliac region radiating to right hypochondriac region,1
traumatic rt knee pain,1
peripheral neuropathy),1
cough ann itching,1
gastritis+ malaise + arthralgia,1
vomitting since 2 days,1
legpain bp low,1
ringworm 1 month,1
dark spots in entire body,1
diabetes  mellitus on medications,1
8months pregnancy. anc done,1
albinism,1
pain in right upper limb,1
cellulitis of little finger of toe,1
fungal skin disease over left elbow,1
taking cough syrup,1
gastritis + melasma,1
arthritis on rx,1
weakness  .,1
fracture of the fibula bone,1
weakness c periodical headache c anorexia,1
itching scabies 1mth,1
lower rib pain,1
fever body ache since 7 days,1
t2dm on medications. episodes of hypoglycemia+,1
lower back ache radiating to right thigh,1
viral prodrome (cough) 1d,1
calculus in both kidneys,1
usg suggest hepatomegaly,1
left leg pain from back to ankle,1
some mass,1
skin fine granular rash,1
leg pain diabetic neuropathy,1
weakness gastrtis,1
menorrhagia under evalaution,1
joint pain from 2 month,1
pain n swelling over left ankle [h,1
back pain 1mth,1
hypertension  cardiovascular insufficiency,1
o povd,1
toothache for which pt on medication,1
weakness pain abdomen swelling,1
weakness cough cold since 10 days pregnant 9 months,1
abd  heaviness,1
pain in abdomen during mc,1
leucorrhea 1 wk,1
ulcer in right ankle,1
weakness- 2 months post partum (c-section),1
diabetic rediculopathy,1
- dm on medication,1
previous typhoid history,1
fevert,1
dimennhorehea,1
compalin in diffculty in vision,1
white spots over the back,1
hypotension loose motion,1
legs swalling,1
(gastritis),1
lumbar spondylosis  not on treatment,1
flu like symptoms-cough body ache,1
itching in hand since 5 day,1
anorexia    weakness,1
pt  want  medical termination of pregnancy,1
gastitis since 1 month,1
chronic fungal infection of the skin,1
pain body since 10 days,1
ringworm-,1
constipation+ myalgia+ amoebiasis,1
indigestion c limb pain c weakness due anemia,1
malasie+ hypotension,1
cholesterol under medication,1
periarthritis shoulder  ( accidental fall),1
raised distolic bp noted not on rx,1
knee pain bilat h,1
using mustard oil as moisturizer,1
cough  swalling in hand,1
weakness c vertigo periodical,1
fever- recovered,1
early hypertension,1
body swelling since 2day,1
oad- lrti,1
severer menorrhagia since 15 days due to missed contraception,1
body pain to,1
cold some times chest pain,1
dengue 5 days,1
hypopigmnented patch over skin,1
below knee amputation 5 yrs back,1
back ache since 1 month,1
need advise for weight reduction,1
knees (b,1
ring like rashes (no photo available),1
